animal_id,created,note,session_id,is_deleted,is_alert
2000,635605609802460000,"New EID: 964001009986758",10,0,0
2000,635605609916390000,"Previous Tag: 012048",10,0,0
2000,635605609917900000,"New Tag: 12048",10,0,0
2543,635605610564590000,"New EID: 964001009986759",10,0,0
2042,635605610987200000,"New EID: 964001009986760",10,0,0
2216,635605613934390000,"New EID: 964001009986761",10,0,0
1910,635605614190310000,"New EID: 964001009986762",10,0,0
1910,635605614381720000,"Previous Tag: 012044",10,0,0
1910,635605614383470000,"New Tag: 12044",10,0,0
2517,635605614746850000,"New EID: 964001009986763",10,0,0
2517,635605614873880000,"Previous Tag: 012083",10,0,0
2517,635605614875450000,"New Tag: 12083",10,0,0
1978,635605615284320000,"New EID: 964001009986765",10,0,0
1978,635605615398560000,"Previous Tag: 012023",10,0,0
1978,635605615400170000,"New Tag: 12023",10,0,0
2506,635605615786780000,"New EID: 964001009986764",10,0,0
2506,635605615856690000,"Previous Tag: 012068",10,0,0
2506,635605615859360000,"New Tag: 12068",10,0,0
2499,635605616220990000,"New EID: 964001009986775",10,0,0
2499,635605616315990000,"Previous Tag: 012060",10,0,0
2499,635605616317520000,"New Tag: 12060",10,0,0
2068,635605616716690000,"New EID: 964001009986774",10,0,0
2205,635605617206520000,"New EID: 964001009986773",10,0,0
2189,635605617514710000,"New EID: 964001009986772",10,0,0
2100,635605617794140000,"New EID: 964001009986771",10,0,0
2535,635605623383370000,"New EID: 964001009986766",10,0,0
2535,635605623482410000,"Previous Tag: 012114",10,0,0
2535,635605623485370000,"New Tag: 12114",10,0,0
2508,635605623617940000,"New EID: 964001009986767",10,0,0
2508,635605623878030000,"Previous Tag: 012070",10,0,0
2508,635605623880660000,"New Tag: 12070",10,0,0
2726,635605626142900000,"New EID: 964001009986770",10,0,0
2505,635605626552940000,"New EID: 964001009986769",10,0,0
2505,635605626663880000,"Previous Tag: 012066",10,0,0
2505,635605626665390000,"New Tag: 12066",10,0,0
2727,635605627784400000,"New EID: 964001009986768",10,0,0
2727,635605628241500000,"Old number 13014 speckilty goa",10,0,0
2728,635605629186770000,"New EID: 964001009986776",10,0,0
2729,635605629982520000,"New EID: 964001009986785",10,0,0
1997,635605630395490000,"New EID: 964001009986784",10,0,0
1997,635605630454790000,"Previous Tag: 012027",10,0,0
1997,635605630456440000,"New Tag: 12027",10,0,0
1997,635605630547760000,Krystal,10,0,0
2730,635605631417090000,"New EID: 964001009986783",10,0,0
2528,635605631865190000,"New EID: 964001009986782",10,0,0
2528,635605631934810000,"Previous Tag: 012103",10,0,0
2528,635605631937590000,"New Tag: 12103",10,0,0
2528,635605632116220000,Oprah,10,0,0
2731,635605632883380000,"New EID: 964001009986781",10,0,0
2522,635605633349860000,"New EID: 964001009986780",10,0,0
2522,635605633462390000,"Previous Tag: 012090",10,0,0
2522,635605633463890000,"New Tag: 12090",10,0,0
2523,635605633727080000,"New EID: 964001009986779",10,0,0
2523,635605633821280000,"Previous Tag: 012093",10,0,0
2523,635605633822840000,"New Tag: 12093",10,0,0
2113,635605634091470000,"New EID: 964001009986777",10,0,0
2175,635605634755310000,"New EID: 964001009986778",10,0,0
2175,635605634850480000,"Previous Tag: 213067",10,0,0
2175,635605634852040000,"New Tag: 13067",10,0,0
1931,635605635438950000,"New EID: 964001009986795",10,0,0
1931,635605635757440000,"Previous Tag: 012034",10,0,0
1931,635605635759050000,"New Tag: 12034",10,0,0
2732,635606334460080000,"New EID: 964001009986794",10,0,0
2558,635606341172070000,"New EID: 964001009986793",10,0,0
2558,635606341597350000,"Previous Tag: 12015B",10,0,0
2558,635606341600270000,"New Tag: 14001",10,0,0
2326,635606345150930000,"New EID: 964001009986792",10,0,0
2326,635606345756900000,"Previous Tag: 12006C",10,0,0
2326,635606345758580000,"New Tag: OR0248",10,0,0
2326,635606346105370000,Fizzie,10,0,0
2243,635606346685300000,"New EID: 964001009986791",10,0,0
2243,635606347052840000,"Previous Tag: 10019A",10,0,0
2243,635606347054610000,"New Tag: OR0249",10,0,0
2238,635606348029700000,"New EID: 964001009986790",10,0,0
2238,635606348413060000,"Previous Tag: 10016B",10,0,0
2238,635606348414920000,"New Tag: OR0250",10,0,0
2238,635606348598440000,Smartie,10,0,0
2267,635606349821380000,"New EID: 964001009986789",10,0,0
2267,635606350070440000,"Previous Tag: 09014A",10,0,0
2267,635606350072450000,"New Tag: 14002",10,0,0
2267,635606350525490000,"Big girl",10,0,0
2325,635606350843770000,"New EID: 964001009986788",10,0,0
2325,635606350996700000,"Previous Tag: 12006B",10,0,0
2325,635606350999890000,"New Tag: 14003",10,0,0
2414,635606352058330000,"New EID: 964001009986787",10,0,0
2414,635606352232500000,"Previous Tag: 12068A",10,0,0
2414,635606352234400000,"New Tag: 14004",10,0,0
2460,635606353092010000,"New EID: 964001009986786",10,0,0
2460,635606353220090000,"Previous Tag: 12101A",10,0,0
2460,635606353221980000,"New Tag: 14005",10,0,0
2397,635606354104490000,"New EID: 964001009986806",10,0,0
2397,635606354323710000,"Previous Tag: 12057A",10,0,0
2397,635606354325730000,"New Tag: 14006",10,0,0
2358,635606355228210000,"New EID: 964001009986807",10,0,0
2358,635606355445090000,"Previous Tag: 12029C",10,0,0
2358,635606355446830000,"New Tag: 14007",10,0,0
2401,635606355926080000,"New EID: 964001009986808",10,0,0
2401,635606356162000000,"Previous Tag: 12060S",10,0,0
2401,635606356164870000,"New Tag: 14008",10,0,0
2456,635606358719960000,"New EID: 964001009986809",10,0,0
2456,635606358894830000,"Previous Tag: 12099B",10,0,0
2456,635606358896860000,"New Tag: 14009",10,0,0
2476,635606360293050000,"New EID: 964001009986810",10,0,0
2476,635606360460630000,"Previous Tag: 12117A",10,0,0
2476,635606360462300000,"New Tag: 14010",10,0,0
2383,635606361121770000,"New EID: 964001009986811",10,0,0
2383,635606361339430000,"Previous Tag: 12047B",10,0,0
2383,635606361341390000,"New Tag: 14011",10,0,0
2328,635606362368790000,"New EID: 964001009986812",10,0,0
2328,635606362622270000,"Previous Tag: 12008B",10,0,0
2328,635606362624320000,"New Tag: 14012",10,0,0
2304,635606363540510000,"New EID: 964001009986813",10,0,0
2304,635606363775410000,"Previous Tag: 11034B",10,0,0
2304,635606363777550000,"New Tag: 14013",10,0,0
2224,635606364756410000,"New EID: 964001009986815",10,0,0
2224,635606364993120000,"Previous Tag: 10005B",10,0,0
2224,635606364995080000,"New Tag: 14014",10,0,0
2219,635606366086280000,"New EID: 964001009986796",10,0,0
2219,635606366440190000,"Previous Tag: 10002B",10,0,0
2219,635606366442130000,"New Tag: OR0251",10,0,0
2373,635606367587690000,"New EID: 964001009986797",10,0,0
2373,635606367843620000,"Previous Tag: 12040A",10,0,0
2373,635606367845650000,"New Tag: 14015",10,0,0
