animal_id,lrid,tag,rfid,nlis,is_new,draft,sex,dob,sire,dam,breed,colour,weaned,prev_tag,prev_pic,note,note_date,is_exported,is_history,is_deleted,tag_sorter,donordam,whp,esi,status,status_date,overall_adg,current_adg,last_weight,last_weight_date,selected,animal_group,current_farm,current_property,current_area,current_farm_date,current_property_date,current_area_date,animal_group_date,sex_date,breed_date,dob_date,colour_date,prev_pic_date,sire_date,dam_date,donordam_date,prev_tag_date,tag_date,rfid_date,nlis_date,modified,full_rfid,full_rfid_date
3088,0,15001,964001009987298,"",0,"",Female,635624928000000000,SPACE,10009,ARG,SGM,0,"","","Died pregnancy toxemia",637553879067450000,0,0,0,"                           15001","",0,0,Dead,638403100358720000,0.09,0.12,134.0,636713932553520000,0,"AI 2018","","","",,,,636871557012580000,635829996138170000,636696606000180000,,636872975549560000,,635834373063750000,635834373122400000,,,636873051753090000,,,638403100358850000,"",
3089,0,15151,964001009987416,"",0,"",Female,635666400000000000,BERLIN,12024,"","",0,"","","15 lt",636213854978800000,0,0,0,"                           15151","",0,0,Sold,636368226372440000,0.11,0.24,104.0,636316507355200000,0,"","","","",,,,,635830049811720000,,,,,635836137113300000,635836137009780000,,,635884594776750000,,,636368226372440000,"",
3090,0,15171,964001009987403,"",0,"",Female,635611104000000000,"",13060,"","",0,"","","lizzie at fosters",635912933650000000,0,0,0,"                           15171","",,,Sold,638406473563430000,0.18,0.15,58.5,635830097693950000,0,"","","","",,,,,635876791580000000,,635876873144680648,,,,635887152387500000,,,635884609806170000,,,638406473563570000,"",
3091,0,15017,964001009987405,"",0,"",Female,635688864000000000,"",12028,"","",0,"","","15 heavy",636213792270000000,0,0,0,"                           15017","",0,0,Sold,636232730429010000,0.14,-2.00,106.0,636214606287360000,0,"","","","",,,,,635690950580000000,,,,,,635690950230000000,,,635884510536240000,,,636232730429020000,"",
3092,0,OR0380,964001009987404,"",0,"",Wether,635688864000000000,"",12028,"","",0,"","","New Tag: OR0380",635884605057690000,0,0,0,"OR                           380","",0,0,Sold,636587065021170000,0.18,0.28,86.0,636068507516140000,0,"","","","",,,,,638405956424730000,,,,,,635690953050000000,,,635884605055750000,,,638405956424730000,"",
3093,0,15136,964001009987465,"",0,"",Female,635688864000000000,"",12028,"","",0,"","","New Tag: 15136",635884586794500000,0,0,0,"                           15136","",0,0,Sold,635995999102050000,0.12,0.16,47.5,635980457947640000,0,"","","","",,,,,635690955090000000,,,,,,635690954760000000,,,635884586793660000,,,635995999102050000,"",
3094,0,OR0395,964001009987456,"",0,"",Wether,635688000000000000,"",12016,"","",0,"","","New Tag: OR0395",635884636272440000,0,0,0,"OR                           395","",0,0,Sold,636020257957480000,0.15,0.06,60.0,635952012336270000,0,"","","","",,,,,638405956432470000,,,,,,635690956640000000,,,635884636271600000,,,638405956432470000,"",
3095,0,OR0422,964001009987457,"",0,"",Wether,635688000000000000,"",12016,"","",0,"","","New Tag: OR0422",635884647307720000,0,0,0,"OR                           422","",0,0,Sold,636587065009070000,0.21,0.37,102.0,636068473786730000,0,"","","","",,,,,638405956447300000,,,,,,635690958820000000,,,635884647306780000,,,638405956447300000,"",
3096,0,12016DEAD,964001009987458,"",0,"",Wether,635688000000000000,"",12016,"","",0,"","","New Tag: 12016C",635690960390000000,0,0,0,"                           12016DEAD","",,,Dead,638406407310870000,"","","",,0,"","","","",,,,,638405956201670000,,,,,,635690960120000000,,,636562857956910000,,,638406407311030000,"",
3097,0,OR0379,964001009987459,"",0,"",Wether,635687136000000000,"",12116,"","",0,"","","New Tag: OR0379",635884606708640000,0,0,0,"OR                           379","",0,0,Sold,636587065012070000,0.16,0.29,84.0,636068479930470000,0,"","","","",,,,,638405956423650000,,,,,,635690962140000000,,,635884606707810000,,,638405956423650000,"",
3098,0,15115,964001009987461,"",0,"",Female,635687136000000000,"",12116,"","",0,"","","New Tag: 15115",635884577012940000,0,0,0,"                           15115","",0,0,Sold,635995999098410000,0.14,0.17,58.5,635980464878460000,0,"","","","",,,,,635690965690000000,,,,,,635690965380000000,,,635884577012100000,,,636080666852740000,"",
3099,0,15050,964001009987462,"",0,"",Female,635688864000000000,"",9014,ARG,"",0,"","","Weaning group 8/9/23",638271630522930000,0,0,0,"                           15050","",0,0,Sold,638403906367370000,0.04,0.01,143.0,638398838750160000,0,.,"","","",,,,638107517440830000,635690967190000000,636696606010950000,635750542717746213,,,,635690966830000000,,,635884527032590000,,,638403906367370000,"",
3100,0,15076,964001009987463,"",0,"",Female,635688864000000000,"",9014,ARG,BLUE,0,"","",AB076,637709237545880000,0,0,0,"                           15076","",0,0,Sold,638403117151610000,0.04,-0.08,119.0,637656589697430000,0,"AI 2021","","","",,,,637701066580880148,635690969230000000,636696606016140000,635756406245997071,637701062542634281,,,635690968890000000,,,635884543225430000,,,638403117151620000,"",
3101,0,OR0456,964001009987475,"",0,"",Wether,635688864000000000,"",12037,"","",0,"","","",,0,0,0,"OR                           456","",0,0,Sold,635995999127640000,0.18,-0.50,83.5,635980460004660000,0,"","","","",,,,,638405956463410000,,,,,,635690978400000000,,,635884668811690000,,,638405956463410000,"",
3102,0,15168,964001009987474,"",0,"",Female,635670720000000000,"",12079,ARG,"",0,"","",Cull,637657389373510000,0,0,0,"                           15168","",0,0,Sold,637998936566360000,0.03,-0.04,108.0,637815704471990000,0,"15th BRD GRP","","","",,,,637499308774416138,635876787270000000,636696606032880000,635750570886841741,,,,635690701460000000,,,635884605816500000,,,637998936566360000,"",
3103,0,OR0368,964001009987400,"",0,"",Wether,635348448000000000,"",BRCM02,"","",0,"","","New Tag: OR0368A",635725811145500000,0,0,0,"OR                           368","",,,Sold,635979685618170000,0.09,0.06,98,635908657888960000,0,"","","","",,,,,638405956418410000,,635876127975136101,,,,638406519400600000,,,635886451284469237,,,638406519403450000,"",
3104,0,10016,964001009987401,"",0,"",Female,634013568000000000,"","",ARG,SGM,0,"","","",,0,0,0,"                           10016","",0,0,Sold,637064025135887248,-0.01,0.75,123.0,636995405762240000,0,"1st BRD GRP","","","",,,,636871374044340000,635830112128130000,636714082760630000,635877152987358668,636872973995360000,,,,,,636873050297160000,,,637694753406598613,"",
3105,0,14045,964001009987402,36US01201409004B,0,"",Female,635309568000000000,10LYNX,9004,Cull,"",0,"","","Cull - mastitis bad udder",636299252460000000,0,0,0,"                           14045","",0,0,Sold,636835123469850000,0.04,0.14,145.0,636770281872380000,0,"","","","",,,,,635830153414370000,636720167914660000,635887259284110000,,,635887259283650000,635887257352320000,,,635887259451230000,,635887259282350000,636835123469850000,"",
3106,0,OR0454,964001009987369,"",0,"",Wether,635626656000000000,"",12061,"","",0,"","","New Tag: OR0454",635884668014820000,0,0,0,"OR                           454","",0,0,Sold,636587116851610000,0.16,0.35,87.5,636034786813410000,0,"","","","",,,,,638405956462540000,,,,,,635689850830000000,,,635884668013970000,,,638405956462550000,"",
3107,0,15067,964001009987367,"",0,"",Female,635626656000000000,"",12061,"","",0,"","","mis tagged mom sold",636636218145505596,0,0,0,"                           15067","",0,0,Sold,635995999091090000,0.13,0.20,61.0,635980459905110000,0,"","","","",,,,,635689852860000000,,,,,,635689852560000000,,,635884538445110000,,,636636218145396141,"",
3108,0,15107,964001009987406,"",0,"",Female,635679360000000000,"",12019,"","",0,"","",Final,636213871802220000,0,0,0,"                           15107","",0,0,Sold,636368226369020000,0.14,0.05,113.0,636316508864770000,0,"","","","",,,,,635689854540000000,,,,,,635689854300000000,,,635884573158640000,,,636368226369020000,"",
3109,0,OR0387,964001009987415,"",0,"",Wether,635679360000000000,"",12019,"","",0,"","","New Tag: OR0387",635884633266120000,0,0,0,"OR                           387","",0,0,Sold,636587065023130000,0.18,0.27,87.5,636034901053740000,0,"","","","",,,,,638405956427840000,,,,,,635689854690000000,,,635884633265290000,,,638405956427840000,"",
3110,0,15103,964001009987413,"",0,"",Female,635681952000000000,"",12013,Cull,"",0,"","","New Tag: 15103",635884570317220000,0,0,0,"                           15103","",0,0,Sold,636767946063090000,0.08,-0.02,114.0,636753606830490000,0,"","","","",,,,,635689856460000000,636689272639970000,,,,,635689856160000000,,,635884570315170000,,,636767946063090000,"",
3111,0,OR0498,964001009987412,"",0,"",Wether,635681952000000000,"",12013,"","",0,"","","New Tag: OR0498",635884686586050000,0,0,0,"OR                           498","",0,0,Sold,635995999142940000,0.16,-2.00,76.5,635980462515010000,0,"","","","",,,,,638405956482010000,,635876123230567386,,,,635689856720000000,,,635884686585180000,,,638405956482010000,"",
3112,0,15112,964001009987366,"",0,"",Female,635679360000000000,"",12019,"","",0,"","","New Tag: 15112",635884575733960000,0,0,0,"                           15112","",0,0,Sold,635995999097330000,0.15,0.23,63.5,635980461063460000,0,"","","","",,,,,635753584183874244,,635753584182624260,,,,635689860410000000,,,635884575733060000,,,636080664702830000,"",
3113,0,12061DEAD,964001009987368,"",0,"",Female,635626656000000000,"",12061,"","",0,"","","New Tag: 12061B",635690282030000000,0,0,0,"                           12061DEAD","",,,Dead,635754948286949458,"","","",,0,"","","","",,,,,635689852220000000,,,,,,635689852100000000,,,636558591096090000,,,636558591099920000,"",
3114,0,OR0397,964001009987414,"",0,"",Wether,635681952000000000,"",12013,"","",0,"","","New Tag: OR0397",635884636952550000,0,0,0,"OR                           397","",0,0,Sold,635995999114270000,0.15,1.00,71.0,635980465568160000,0,"","","","",,,,,638405956433290000,,,,,,635689868100000000,,,635884636951710000,,,638405956433290000,"",
3115,0,15108,964001009987375,"",0,"",Female,635685408000000000,"",12020,"","",0,"","",Cull,636080778493130000,0,0,0,"                           15108","",0,0,Sold,636232730413490000,0.08,0.00,112.0,636214627026630000,0,"","","","",,,,,635786121385660000,,635876099022390796,,,,635887141309710000,,,635884573608170000,,,636245617082330000,"",
3116,0,021SUGARRAY,964001009987374,"",0,"",Male,635685408000000000,"",11003,"","",0,"","",BANDED,636384777450000000,0,0,0,"                              21SUGARRAY","",0,0,Sold,636587037640410000,0.15,0.15,182.0,636534233126750000,0,"","","","",,,,,638405958979970000,,635756432339537895,,,,635887139415880000,,,635973674492740000,,,638405958979970000,"",
3117,0,OR0392,964001009987357,"",0,"",Wether,635686272000000000,"",12026,"","",0,12026A,"","New Tag: OR0392",635884635221370000,0,0,0,"OR                           392","",0,0,Sold,636587116846200000,0.14,0.22,80.5,636068485061790000,0,"","","","",,,,,638405956430570000,,,,,,635886479051791463,,635886477858362163,635884635220550000,,,638405956430580000,"",
3118,0,OR0484,964001009987356,"",0,"",Wether,635686272000000000,"",12026,"","",0,12026B,"","New Tag: OR0484",635884681209530000,0,0,0,"OR                           484","",0,0,Sold,636020256793560000,0.05,0.09,55.0,635952011512590000,0,"","","","",,,,,638405956475170000,,,,,,635886479757672551,,635886479759209790,635884681208690000,,,638405956475170000,"",
3119,0,15088,964001009987373,"",0,"",Female,635681088000000000,"",12095,"","",0,"","","New Tag: 15088",635884561467150000,0,0,0,"                           15088","",0,0,Sold,635995999092250000,0.12,1.00,53.0,635980458141630000,0,"","","","",,,,,635809338483180000,,,,,,635887142743110000,,,635884561466100000,,,636080664857020000,"",
3120,0,15096,964001009987372,"",0,"",Female,635681088000000000,"",12095,"","",0,"","","New Tag: 15096",635884565707070000,0,0,0,"                           15096","",0,0,Sold,635995999094730000,0.15,0.21,62.5,635980463441710000,0,"","","","",,,,,635830038763380000,,,,,,635887143252650000,,,635884565706210000,,,636080667589380000,"",
3121,0,OR0471,964001009987371,"",0,"",Wether,635679360000000000,"",12111,"","",0,12111A,"","New Tag: OR0471",635884675074110000,0,0,0,"OR                           471","",0,0,Sold,636020256785100000,0.18,0.09,71.5,635952007105690000,0,"","","","",,,,,638405956469510000,,,,,,635886482599420421,,635886482600732043,635884675072170000,,,638405956469510000,"",
3122,0,15018,964001009987370,"",0,"",Female,635679360000000000,"",12111,"","",0,"","","New Tag: 15018",635884510890650000,0,0,0,"                           15018","",0,0,Sold,635995999073650000,0.19,0.38,69.5,635980459007480000,0,"","","","",,,,,635809370187700000,,,,,,635887145357420000,,,635884510888700000,,,636080663558990000,"",
3123,0,OR0421,964001009987411,"",0,"",Wether,635684544000000000,"",11006,"","",0,"","","New Tag: OR0421",635884646844530000,0,0,0,"OR                           421",11006S,0,0,Sold,636020257981890000,0.11,0.21,53.0,635952011375760000,0,"","","","",,,,,638405956446800000,,635834390092210000,,,,635886478920915102,635886477301134736,,635884646843630000,,,638405956446800000,"",
3124,0,15148,964001009987407,"",0,"",Female,635684544000000000,"",12092,"","",0,"","",Final,636213876068280000,0,0,0,"                           15148","",0,0,Sold,636368226370710000,0.11,-0.26,103.0,636316505644480000,0,"","","","",,,,,635809332186390000,,635809332332690000,,,,635887141631550000,,,635884593308420000,,,636368226370710000,"",
3125,0,15163,964001009987408,"",0,"",Female,635684544000000000,"",12092,"","",0,"","","New Tag: 15163",635884600273150000,0,0,0,"                           15163","",0,0,Sold,635995999106020000,0.12,0.16,63.0,635980465374730000,0,"","","","",,,,,635809333855690000,,635809333911070000,,,,635887141855780000,,,635884600271120000,,,636214623403510000,"",
3126,0,OR0416,964001009987409,"",0,"",Wether,635685408000000000,"",11047,"","",0,11047A,"","New Tag: OR0416",635884645185000000,0,0,0,"OR                           416","",0,0,Sold,636020257973920000,0.16,0.09,67.5,635952008782530000,0,"","","","",,,,,638405956442750000,,,,,,635886481256371406,,635886481257524442,635884645184150000,,,638405956442750000,"",
3127,0,15097,964001009987410,"",0,"",Female,635685408000000000,"",11047,"","",0,"","","New Tag: 15097",635884566149990000,0,0,0,"                           15097","",0,0,Dead,636696777871650000,0.11,-0.09,117.0,636402876958010000,0,"","","","",,,,,635786070803990000,,,,,,635887141043760000,,,635884566149150000,,,636696777871790000,"",
3128,0,OR0478,964001009987396,"",0,"",Wether,635685408000000000,"",9007,"","",0,"","","New Tag: OR0478",635884677529820000,0,0,0,"OR                           478","",0,0,Sold,636020256792120000,0.11,-0.06,60.0,635952009358030000,0,"","","","",,,,,638405956472560000,,,,,,635769769882166261,,,635884677528930000,,,638405956472560000,"",
3129,0,15124,964001009987397,"",0,"",Female,635685408000000000,"",9007,"","",0,"","","",,0,0,0,"                           15124","",0,0,Sold,635995999099550000,0.13,0.11,59.5,635980465456850000,0,"","","","",,,,,635769770866126400,,,,,,635769770936242096,,,635884580954280000,,,635995999099550000,"",
3130,0,OR0512,964001009987398,"",0,"",Wether,635686272000000000,"",10002,"","",0,10002A,"","New Tag: OR0512",635884690212270000,0,0,0,"OR                           512","",0,0,Sold,636020256810220000,0.13,0.09,57.0,635952016091490000,0,"","","","",,,,,638405956488510000,,,,,,635886479195643811,,635886478310271053,635884690211410000,,,638405956488510000,"",
3131,0,15116,964001009987399,"",0,"",Female,635686272000000000,"",10002,"","",0,"","","",,0,0,0,"                           15116","",0,0,Sold,636232730411820000,0.15,0.00,114.0,636214622711850000,0,"","","","",,,,,635830052603930000,,,,,,635887136957110000,,,635884577556300000,,,636593889168670000,"",
3132,0,OR0514,964001009987427,"",0,"",Wether,635680224000000000,"",12112,"","",0,12112A,"","New Tag: OR0514",635884690727410000,0,0,0,"OR                           514","",0,0,Sold,636587065014310000,0.19,0.46,97.5,636068486294000000,0,"","","","",,,,,638405956489420000,,,,,,635886479454202960,,635886479455354864,635884690726450000,,,638405956489420000,"",
3133,0,15031,964001009987363,"",0,"",Female,635681952000000000,"",12047,ARG,"",0,"","","New Tag: 15031",635884517265090000,0,0,0,"                           15031","",0,0,Sold,637064025126393095,0.09,1.25,150.0,636995426235910000,0,"12th BRD GRP","","","",,,,636871520767680000,635786170075650000,636696606008290000,,,,,635887142265220000,,,635884517264210000,,,637694759978809760,"",
3134,0,OR0371,964001009987426,"",0,"",Wether,635681088000000000,"",11050,"","",0,11050A,"","New Tag: OR0371",635884630426900000,0,0,0,"OR                           371","",0,0,Sold,636020257938340000,0.12,0.02,58.0,635952013750440000,0,"","","","",,,,,638405956419690000,,,,,,635886480077853459,,635886480079016903,635884630426070000,,,638405956419690000,"",
3135,0,OR0455,964001009987364,"",0,"",Wether,635680224000000000,"",12017,"","",0,12107B,"","New Tag: OR0455",635884668414360000,0,0,0,"OR                           455","",0,0,Sold,636020256778980000,0.19,-0.09,76.0,635952015675350000,0,"","","","",,,,,638405956462970000,,,,,,635886482862227488,,635886482863540297,635884668413360000,,,638405956462970000,"",
3136,0,OR0510,964001009987429,"",0,"",Wether,635681088000000000,"",11050,"","",0,11050BB,"","New Tag: OR0510",635884689744420000,0,0,0,"OR                           510","",0,0,Sold,635995999149840000,0.15,-2.50,73.5,635980462271840000,0,"","","","",,,,,638405956487680000,,,,,,635886480685944663,,635886480687108776,635884689743470000,,,638405956487680000,"",
3137,0,OR0408,964001009987428,"",0,"",Wether,635680224000000000,"",12112,"","",0,12112B,"","New Tag: OR0408",635884641405210000,0,0,0,"OR                           408","",0,0,Sold,636020257969280000,0.13,0.09,59.0,635952010125300000,0,"","","","",,,,,638405956439240000,,,,,,635886480383621622,,635886480385005308,635884641403960000,,,638405956439240000,"",
3138,0,OR0393,964001009987358,"",0,"",Wether,635681088000000000,"",12049,"","",0,"","","New Tag: OR0393",635884635598110000,0,0,0,"OR                           393","",0,0,Sold,636020257953800000,0.13,-0.03,56.5,635952011863740000,0,"","","","",,,,,638405956431000000,,635876114476970341,,,,635876114475811507,,,635884635597280000,,,638405956431000000,"",
3139,0,15013,964001009987361,"",0,"",Female,635681088000000000,"",12119,ARG,"",0,"","","New Tag: 15013",635884508742990000,0,0,0,"                           15013","",0,0,Sold,638403117186340000,0.03,-0.04,108.0,637657532904160000,0,"6th BRD GRP","","","",,,,637694768147733369,635809379452320000,636696606003200000,,,,,635887142511980000,,,635884508741990000,,,638403117186340000,"",
3140,0,15094,964001009987360,"",0,"",Female,635681088000000000,"",12119,"","",0,"","","not vaccinated - cull",636081841730000000,0,0,0,"                           15094","",0,0,Sold,636232730417050000,0.15,0.00,116.0,636214622889280000,0,"","","","",,,,,635809380115910000,,,,,,635887143000380000,,,635884564868120000,,,636232730417060000,"",
3141,0,OR0448,964001009987362,"",0,"",Wether,635681952000000000,"",12047,"","",0,12047B,"","New Tag: OR0448",635884662206940000,0,0,0,"OR                           448","",0,0,Sold,635995999125300000,0.18,-1.00,76.5,635980462060200000,0,"","","","",,,,,638405956460030000,,,,,,635886480950759537,,635886480952140489,635884662205970000,,,638405956460030000,"",
3142,0,OR0505,964001009987359,"",0,"",Wether,635681088000000000,"",12049,"","",0,"","","New Tag: OR0505",635884688583010000,0,0,0,"OR                           505","",0,0,Sold,635995999146560000,0.15,1.00,72.5,635980458762000000,0,"","","","",,,,,638405956485100000,,,,,,635876113849433690,,,635884688582150000,,,638405956485530000,"",
3143,0,15174,964001009987365,"",0,"",Female,635680224000000000,"",12107,Comm,"",0,15077,"","",,0,0,0,"                           15174","",0,0,Sold,638403117470810000,0.04,-0.50,152.0,638094200288120000,0,.,"","","",,,,638107517524750000,635829999447190000,637657559414720000,,,,,635887146205820000,,637204873546510000,637204873748020000,,,638403117471420000,"",
3144,0,OR0419,964001009987460,"",0,"",Wether,635687136000000000,"",12116,"","",0,12116B,"","New Tag: OR0419",635884645984970000,0,0,0,"OR                           419","",,,Sold,636020257976340000,0.12,-5.00,51,635952002703550000,0,"","","","",,,,,638405956445280000,,635756404984996539,,,,635886478706945198,,637198825716630000,635884645984130000,,,638405956445280000,"",
3145,0,15009,964001009987464,"",0,"",Female,635628384000000000,"",12020,ARG,GREEN,0,"","","",,0,0,0,"                           15009","",0,0,Sold,638403906356750000,0.04,0.01,146.0,638397962747540000,0,"AI 2021","","","",,,,637699903023213663,635830068430000000,636696606000000000,637700902600000000,637701054203130876,,,635887145160000000,,,635884506332190000,,,638403906356750000,"",
3147,0,15130,964001009987445,"",0,"",Female,635624064000000000,"",12097,ARG,"",0,"","",Keep,638324560911960000,0,0,0,"                           15130","",0,0,Current,635756656977300000,0.02,-0.02,111,638271878442940000,0,.,"","","",,,,638107517262480000,635760243620080000,636696606028130000,635876143095511365,,,,635887150576970000,,,635884583420530000,635756657080120000,,638405582461280000,"",
3148,0,15129,964001009987444,"",0,"",Female,635624064000000000,"",12097,ARG,"",0,"","","New Tag: 15129",635884583928390000,0,0,0,"                           15129","",,,Dead,636906585839290000,0.06,0.28,120,636713873555540000,0,"1st BRD GRP","","","",,,,636871374052010000,635809346514110000,636696605932220000,635876141710261151,,,,635887150361230000,,,635884583927410000,635756674912170000,,637694753406598613,"",
3150,0,001ZEPHYR,"","",1,"",Male,,"",ORST01,"","",0,"","","",0,0,0,0,"                               1ZEPHYR","",,,Dead,635875156970340000,"","",178,635768657743660000,0,"","","","",,,,,638406396144940000,,,,,,638407271129568148,,,635768972371882573,,,638407271129720611,"",
3156,0,16264,964001009987455,"",0,"",Female,635923872000000000,SPENCER,11041,ARG,"",0,17400,"",RA,637964916039170000,0,0,0,"                           16264",VINNIE,0,0,Sold,638403117401080000,0.05,0.36,145.0,637984999665500000,0,.,"","","",,,,638107517532360000,635925100759520000,636696605939620000,635996012574100000,,,635925101082350000,636015972164420000,636015972166160000,637513268461040000,636227604326360000,,,638403117401080000,"",
3157,0,16005,964001009987450,"",0,"",Female,635923872000000000,SPENCER,11041,ARG,"",0,17497,"","Not enough milk for triplets",637840705499430000,0,0,0,"                           16005",VINNIE,0,0,Sold,638403117197760000,0.05,-0.03,125.0,637657613408530000,0,.,"","","",,,,638107517525180000,635925102118510000,636696606034720000,635996013162940000,,,635925102433060000,636015972365320000,636015972367080000,637514165335310000,636226675703270000,,,638403117197760000,"",
3158,0,035,964001009987454,"",0,"",Male,635920416000000000,BERLIN,12035,"","",0,"","","Scrapie 1153",636534238229860000,0,0,0,"                              35",CAROL,0,0,Sold,636587037643300000,0.12,0.06,109.0,636534237986190000,0,"","","","",,,,,638405958984820000,,635954687333270000,,,635925108947980000,635975383339940000,636020279698740000,,636088297313390000,,,638405958984820000,"",
3159,0,047,964001009987453,"",0,"",Male,635920416000000000,BERLIN,12035,"","",0,"","",heavy,636514431158840000,0,0,0,"                              47",CAROL,,,Sold,636518994627410000,0.13,0.08,119,636516140664340000,0,"","","","",,,,,638405958989660000,,635975382789780000,,,635925113296150000,635975382542100000,636020279818220000,,636088304295070000,,,638405958989660000,"",
3160,0,037,964001009987452,"",0,"",Male,635922144000000000,MRCHIP,12026,"","",0,"","",heavy,636514431438840000,0,0,0,"                              37",TERRIE,,,Sold,636518994621390000,0.13,0.08,115,636516147414000000,0,"","","","",,,,,638405958985730000,,635975380445440000,,,635925118192770000,635975380084500000,636020274801690000,,636088298088960000,,,638405958985730000,"",
3161,0,042,964001009987615,"",0,"",Male,635922144000000000,MRCHIP,12026,"","",0,"","",heavy,636514431448840000,0,0,0,"                              42",TERRIE,0,0,Sold,636587037646510000,0.14,0.09,121.0,636534234850450000,0,"","","","",,,,,638405958987930000,,635973767268170000,,,635925120864650000,635973766033870000,636020274973520000,,636088301101370000,,,638405958987940000,"",
3162,0,16143,964001009987605,"",0,"",Female,635922144000000000,SPENCER,12116,ARG,"",0,"","",Cull,637021582336290000,0,0,0,"                           16143",HELLEN,0,0,Sold,637112628333288397,0.07,0.14,121.0,637089802319330000,0,"15th BRD GRP","","","",,,,636871522697780000,635925128102900000,636696606064360000,635925128428690000,,,635925128212420000,636014875326760000,636020210683350000,,636227515865540000,,,637694759412897849,"",
3163,0,050,964001009987604,"",0,"",Male,635922144000000000,SPENCER,12116,"","",0,"","",heavy,636505741240000000,0,0,0,"                              50",HELLEN,0,0,Sold,636522119238770000,0.11,0.28,122.0,636521281042220000,0,"","","","",,,,,638405958990960000,,635996026329020000,,,635925130638050000,636014874811520000,636020211256250000,,636088306762780000,,,638405958990960000,"",
3164,0,16226,964001009987603,"",0,"",Female,635922144000000000,SPENCER,12116,ARG,"",0,"","",Cull,637021596604680000,0,0,0,"                           16226",HELLEN,0,0,Sold,637112628335405809,0.07,0.19,105.0,637089773461960000,0,"2nd BRD GRP","","","",,,,636871379219960000,635925133106860000,636696607580070000,635996027162650000,,,635925133035750000,636014887205160000,636014887720820000,,636227575497530000,,,637842447710980000,"",
3165,0,032,964001009987602,"",0,"",Male,635922144000000000,SPENCER,12040,"","",0,"","","Scrapie 1151",636534235394470000,0,0,0,"                              32",MARSHA,0,0,Sold,636587037641820000,0.09,0.06,102.0,636534235027040000,0,"","","","",,,,,638405958983930000,,635996015751820000,,,635925137402450000,636014938872940000,636014938874590000,,636088295314830000,,,638405958983940000,"",
3166,0,025,964001009987601,"",0,"",Male,635922144000000000,SPENCER,12040,"","",0,"","",heavy,636505779840000000,0,0,0,"                              25",MARSHA,,,Sold,636522119237440000,0.12,0.06,106,636521292109310000,0,"","","","",,,,,638405958980840000,,635925142451090000,,,635925142286150000,635975384773800000,636014938005530000,,636088307321100000,,,638405958980840000,"",
3167,0,16253,964001009987600,"",0,"",Female,635923008000000000,SPACE,12012,ARG,"",0,16287,"","Weaning group 8/9/23",638271766891070000,0,0,0,"                           16253",POTATOCHIP,0,0,Sold,638403906370430000,0.03,0.01,102.0,638398822705680000,0,.,"","","",,,,638107517530960000,635926948304070000,636696607580910000,635926948377390000,,,635926948464630000,635975389201660000,636015987517280000,637187459097810000,636227597312190000,,,638403906370430000,"",
3168,0,045,964001009987599,"",0,"",Male,635923008000000000,SPACE,12012,"","",0,"","",heavy,636505806390000000,0,0,0,"                              45",P0TATOCHIP,0,0,Sold,636522119240160000,0.14,-0.06,112.0,636521282430360000,0,"","","","",,,,,638405958988760000,,635926951306710000,,,635926951383790000,636014882410970000,636015987683020000,,636088302771010000,,,638405958988770000,"",
3169,0,16256,964001009987598,"",0,"",Female,635924736000000000,"",9010,ARG,"",0,"","",thin,638399569376330000,0,0,0,"                           16256",JINX,0,0,Sold,638403906377600000,0.02,-0.05,92.0,638399569250240000,0,"11th BRD GRP","","","",,,,637695797908405400,635926957546490000,636696606082850000,635926957605750000,,,,636015942332120000,636015942333820000,,636227598900920000,,,638403906377600000,"",
3170,0,049,964001009987596,"",0,"",Male,635924736000000000,"",9010,"","",0,"","",heavy,636514430858840000,0,0,0,"                              49",JINX,,,Sold,636518994628960000,0.14,0.17,125,636516148060660000,0,"","","","",,,,,638405958990540000,,635926961498020000,,,,635926961803540000,636015942557840000,,636088306086290000,,,638405958990540000,"",
3171,0,OR0695,964001009987614,"",0,"",Wether,635924736000000000,"",14034,"","",0,"","","New Tag: OR0695",636227525823340000,0,0,0,"OR                           695","",0,0,Sold,636767933698830000,0.09,0.00,107.0,636753590217260000,0,"","","","",,,,,638405956576750000,,635926966172850000,,,,635926966110680000,,,636227525822150000,,,638405956576750000,"",
3172,0,16153,964001009987597,"",0,"",Female,635924736000000000,"",9010,Cull,"",0,"","","cull - bottle baby/dead baby",636566419100000000,0,0,0,"                           16153","",0,0,Sold,636767946074290000,0.12,0.00,139.0,636753612533390000,0,"","","","",,,,,635926970413090000,636689292712330000,635926970631960000,,,,635926970536570000,,,636227521116950000,,,636767946074290000,"",
3173,0,16100,964001009987612,"",0,"",Female,635924736000000000,"",14008,Comm,BLUE,0,"","",SELL,638272593040000000,0,0,0,"                           16100","",0,0,Sold,638403906374130000,0.03,0.07,122.0,638398770925400000,0,.,"","","",,,,638107517268750000,635926976700000000,637657592620000000,635996030980000000,637701062541780915,,,636020223910000000,,,636226776475970000,,,638403906374130000,"",
3174,0,17393,964001035779576,"",0,"",Female,635924736000000000,"",12074,ARG,"",0,16032,"","Weaning group 8/9/23",638271743971790000,0,0,0,"                           17393",14008,0,0,Current,635926979250090000,0.03,-0.02,111.0,638271743977210000,0,.,"","","",,,,638107517548760000,635926980453220000,636696606040540000,635926980531760000,,,,635926980634680000,636020224493290000,637512419540780000,637512419674050000,637830204354000000,,638405557024230000,"",
