animal_id,lrid,tag,rfid,nlis,is_new,draft,sex,dob,sire,dam,breed,colour,weaned,prev_tag,prev_pic,note,note_date,is_exported,is_history,is_deleted,tag_sorter,donordam,whp,esi,status,status_date,overall_adg,current_adg,last_weight,last_weight_date,selected,animal_group,current_farm,current_property,current_area,current_farm_date,current_property_date,current_area_date,animal_group_date,sex_date,breed_date,dob_date,colour_date,prev_pic_date,sire_date,dam_date,donordam_date,prev_tag_date,tag_date,rfid_date,nlis_date,modified,full_rfid,full_rfid_date
1876,0,9010,964001009986918,36US012011009010,0,"",Female,634373856000000000,"","",Cull,"",0,"","",cull,636995477660000000,0,0,0,"                            9010","",,,Sold,637064023280755926,-0.10,-1.33,39,636995477699270000,0,"AI 2018","","","",,,,636871557009550000,635769782256846445,636689272660800000,,,,,,,,,,,637064023280755926,"",
1877,0,10007,964001009986685,36US012011010007,0,"",Female,634321152000000000,"","",ARG,"Orange 16",0,"","","cull - both kids died",636933340420000000,0,0,0,"                           10007","",,,Dead,637021027601390000,-0.02,-0.04,122,636930788835930000,0,"7th BRD GRP","","","",,,,636871513428620000,635876782770000000,636696605940930000,,636096223615090000,,,,,,,,,637694757497616879,"",
1878,0,10009,964001009986616,36US012011010009,0,"",Female,634559616000000000,"",WAST03,"",SGM,0,"","","New Tag: 10009",636873050096080000,0,0,0,"                           10009","",,,Sold,637064025137533602,-0.02,2.25,119,636995402133500000,0,"","","","",,,,638407278480988909,635876774880000000,638407278480988909,,636872929755460000,,,638407278480525599,,,636873050094870000,,,638407278482082341,"",
1879,0,11044,964001009986941,36US012010011044,0,"",Female,634023936000000000,"","","",Black,0,"","","Found dead 1/22/18 NAC",636473940690000000,0,0,0,"                           11044","",,,Dead,636522120708120000,-0.04,0.35,148,636457305846450000,0,"","","","",,,,,635780086106990000,,,635834574727830000,,,,,,,,,636522120708200000,"",
1881,0,11021,964001009986622,36US012008011021,0,"",Female,633630816000000000,"",WAST02,Cull,"Orange 16",0,"","","euthanized/no teeth/ weak",636692393720000000,0,0,0,"                           11021","",,,Dead,636731080506860000,-0.05,-0.01,111,636692393738760000,0,"","","","",,,,,635779937028260000,636692393835340000,,636096223876620000,,,638407279771445609,,,,,,638407279772222914,"",
1882,0,12003,964001009986663,36US012011012040,0,"",Female,634449888000000000,"","",ARG,Black,0,12040,"","New Tag: 12003",637204874808220000,0,0,0,"                           12003","",0,0,Dead,637784638384570000,-0.02,-0.09,122.0,636941262541400000,0,"2nd BRD GRP","","","",,,,636871379213570000,635786152077610000,636696605954340000,,635834573257970000,,,,,637204874924650000,637204874805310000,,,637784638384750000,"",
1883,0,11034,964001009986655,36US012010011034,0,"",Female,634010112000000000,"","",Cull,"Orange 16",0,"","","2017 AI",636395119384560000,0,0,0,"                           11034","",0,0,Sold,636852192591120000,-0.02,-0.43,142.0,636770240596760000,0,"","","","",,,,,,636691398500950000,,636096224787180000,,,,,,,,,636852192591130000,"",
1884,0,9018,964001009986940,36US012010009018,0,"",Female,633999744000000000,"","","","",0,"","","New Tag: 9018",635609739640000000,0,0,0,"                            9018","",0,0,Sold,635995999058130000,0.02,0.00,120.0,635980464237150000,0,"","","","",,,,,635876788940000000,,,,,,,,,,,,635995999058140000,"",
1886,0,12086,964001027784136,36US012011012014,0,"",Female,634588992000000000,"",WAST02,ARG,"",0,9030,"","Cull no mmilk",637342060205760000,0,0,0,"                           12086","",,,Dead,637784645924250000,-0.01,-0.01,121,637435513031260000,0,"","","","",,,,638406576077540000,635779917092720000,636696605964630000,,638406576077140000,,,638406576075350000,,637218709734660000,636102289870330000,637218709239150000,,638406576082960000,"",
1888,0,011TUX,964001009987473,36US01201111CAPR,0,"",Male,634588992000000000,"","","","",0,"","","New EID: 964001009987473",635609741720000000,0,0,0,"                              11TUX","",0,0,Sold,636263779781710000,-0.05,-0.12,194.0,636213732061570000,0,"","","","",,,,,638405958976040000,,,,,,,,,635731807599947696,635731793651744515,,638405958976040000,"",
1893,0,10023,964001009986617,36US012011010002,0,"",Female,634330656000000000,"",WAST02,"","",0,10002,"","2017 AI",636395156501210000,0,0,0,"                           10023","",,,Sold,636852192630100000,0.00,0.29,138,636770252209560000,0,"","","","",,,,,,638407278936594433,,638407278936594433,636681038822930000,,638407278936442735,,636395161925070000,636229266195360000,,,638407278937531738,"",
1894,0,10011,964001009986676,36US012010010011,0,"",Female,634267584000000000,"","",ARG,Orange,0,10004,"","died 1/19/20 jaw tumor",637152179185260000,0,0,0,"                           10011","",,,Dead,637152179571094542,-0.02,-0.05,130,636941209497190000,0,"2nd BRD GRP","","","",,,,637114346904238231,635780135902500000,636696605942480000,,635834579764690000,,,,,636564621019850000,,,,637694755493248172,"",
1897,0,11029,964001009986727,36US012012011029,0,"",Female,634660704000000000,"",9007,ARG,Orange,0,11028,"",Cull,637656840472680000,0,0,0,"                           11029","",0,0,Dead,638374666118930000,-0.02,-0.01,100.0,637729148877620000,0,"14th BRD GRP","","","",,,,637499308181247491,635786024978370000,636696605945170000,,636231987637220000,,,,,636885159416750000,,,,638374666118930000,"",
1898,0,11019,964001009986719,36US012010011019,0,"",Female,634402368000000000,"","","",Black,0,"","","needs new herd tag",636425425080000000,0,0,0,"                           11019","",,,Dead,636696770347710000,-0.06,-0.09,153,636354587684250000,0,"","","","",,,,,635760213396690000,,635877146201662030,635834574284330000,,,,,,,,,636696770347840000,"",
1899,0,11008,964001009986668,36US012008011008,0,"",Female,633433824000000000,"","","","",0,"","","New Tag: 11008",635609735650000000,0,0,0,"                           11008","",0,0,Sold,635995999059690000,0.01,-0.26,158.0,635980460928330000,0,"","","","",,,,,,,,,,,,,,,,,635995999059690000,"",
1900,0,11041,964001009986742,36US012011011041,0,"",Female,634356576000000000,"","",ARG,"Orange 16",0,11048,"",cull,636921246980000000,0,0,0,"                           11041","",0,0,Sold,637112628249834891,-0.02,-0.12,141.0,637089794584530000,0,"5th BRD GRP","","","",,,,636871511854140000,635845288350000000,636696605948590000,,636096224898240000,,,,,636562297749990000,,,,637694757150966820,"",
1901,0,10005,964001009986628,36US012011010005,0,"",Female,634295232000000000,"",WAST02,"","",0,"","","Cull open x2 yrs",635849094531840000,0,0,0,"                           10005","",,,Dead,635875160732230000,0.01,0.08,139,635767982961790000,0,"","","","",,,,,635849092716130000,,,,,,638407281117704735,,,,,,638407281118014402,"",
1902,0,12091,964001009986728,36US012012012091,0,"",Female,634648608000000000,"",10005,Cull,Black,0,"","",Cull,636080594142260000,0,0,0,"                           12091","",0,0,Sold,636852192557190000,-0.07,0.03,101.0,636034792663740000,0,"","","","",,,,,635845325930000000,636689272651860000,,635834574496780000,,,,,,,,,636852192557330000,"",
1905,0,12079,964001009986657,36US012012012079,0,"",Female,634652928000000000,"",BRCM02,"","",0,"","","cull bsby with bad eye",636261393013660000,0,0,0,"                           12079","",,,Sold,636522119222300000,0.00,0.00,123,636521284104570000,0,"","","","",,,,,635690701360000000,,,638406577931940000,,,638406577930530000,,,,,,638406577936890000,"",
1906,0,11012,964001009986644,36US012010011012,0,"",Female,634006656000000000,"",WAST02,"","",0,"","","BLACK CHAIN AI",635769728782709606,0,0,0,"                           11012","",,,Sold,636852192613400000,-0.03,0.06,130,636770240301860000,0,"","","","",,,,,635834392393580000,638407286057299950,,638407286057451974,,,638407286057299950,,,,,,638407286058076872,"",
1907,0,12111,964001009986675,36US012012012111,0,"",Female,634633920000000000,"",ORST03,"","",0,"","",Cull,636080590650690000,0,0,0,"                           12111","",,,Sold,636268257321210000,0.01,-0.07,146,636244146187910000,0,"","","","",,,,,,,,638406570078220000,,,638406570076810000,,,,,,638406570081650000,"",
1908,0,12038,964001009986883,36US012012012038,0,"",Female,634635648000000000,"",WAST02,"",Black,0,"","","BLACK CHAIN AI",635769728972709606,0,0,0,"                           12038","",,,Dead,636588740780920000,0.04,0.22,182,636523174943360000,0,"","","","",,,,,635779970550010000,,,635834575974600000,,,638406409449480000,,,,,,638406409455000000,"",
1909,0,9021,964001017737988,36US012010009021,0,"",Female,634024800000000000,"","",ARG,Orange,0,9003,"",cull,637006276630000000,0,0,0,"                            9021","",0,0,Sold,637112628238628305,-0.03,0.38,121.0,637089823972070000,0,"AI 2018","","","",,,,636871557008130000,635786012495590000,636713976642940000,,635834581162080000,,,,,636562798348000000,,636850514949830000,,637112628238628305,"",
1910,0,12044,964001009986762,36US012012012044,0,"",Female,634627872000000000,"",BRCM02,ARG,"",0,13063,"","Two big teats",637509168782780000,0,0,0,"                           12044","",,,Dead,637724871095480000,-0.02,0.03,129,637426715165640000,0,"","","","",,,,638406439102170000,635780132873390000,636696605955670000,,638406439101180000,,,638406464358990000,,636564733802940000,,,,638406464368250000,"",
1912,0,12028,964001009986669,36US012011012028,0,"",Female,634449888000000000,"","","",Orange,0,"","",Cull,636256961875860000,0,0,0,"                           12028","",,,Sold,636522119219870000,-0.01,0.11,132,636521293056140000,0,"","","","",,,,,635690949950000000,,,635834576609280000,,,,,,,,,636522119220060000,"",
1915,0,9009,964001009986637,36US012005009009,0,"",Female,632709792000000000,"",ORST02,"","",0,"","",Cull,636080766750070000,0,0,0,"                            9009","",,,Sold,636268257303340000,-0.01,-0.71,129,636244146436690000,0,"","","","",,,,,635876789750000000,,,,,,638407282712926271,,,,,,638407282713704147,"",
1917,0,11017,964001009986887,36US012007011017,0,"",Female,633186720000000000,"","","",Black,0,"","","",,0,0,0,"                           11017","",0,0,Sold,635995999061090000,-0.17,-0.20,135.0,635980457048550000,0,"","","","",,,,,635786018828650000,,,635834580513640000,,635786019341980000,,,,,,,636425425188050000,"",
1919,0,9006,964001009986696,36US012008009006,0,"",Female,633412224000000000,"",ORST02,"","",0,"","",Cull,636080593437090000,0,0,0,"                            9006","",,,Sold,636268257301520000,-0.08,-0.29,135,636244146329500000,0,"","","","",,,,,635876783090000000,,,,,,638406529291280000,,,,,,638406529295600000,"",
1922,0,9005DIED,964001009986745,36US012009009005,0,"",Female,633696480000000000,"",9005,"","",0,"","","euthanized - old no teeth weak",636589556780000000,0,0,0,"                            9005DIED","",,,Dead,636593883126910000,-0.04,0.03,132,636525060150000000,0,"","","","",,,,,635830161497510000,,,,,,638406528141740000,,,637231805967560000,,,638406528147080000,"",
1923,0,9013,964001009986709,36US012010009013,0,"",Female,634006656000000000,"","","",Black,0,9001,"","New Tag: 9001",636551658099650000,0,0,0,"                            9013","",0,0,Dead,636640623643470000,-0.02,0.01,158.0,636523055712270000,0,"","","","",,,,,635876201546626516,,,635834574219150000,,,,,636421089961750000,636583717416050000,,,636802147946470000,"",
1924,0,9016,964001009986729,36US012010009016,0,"",Female,634106016000000000,"","","","",0,"","",Cull,636080777240100000,0,0,0,"                            9016","",0,0,Sold,636587065025720000,-0.18,-0.08,109,635767902692870000,0,"","","","",,,,,635834358051730000,,,,,,,,,,,,636587065025730000,"",
1925,0,11035,964001009986710,36US012009011035,0,"",Female,633956544000000000,"","","","",0,"","","died - old age",636053869150000000,0,0,0,"                           11035","",0,0,Dead,636053885262690000,-0.16,-0.05,126.0,636034852054930000,0,"","","","",,,,,635876797981948193,,,,,,,,,,,,636425424041150000,"",
1926,0,11046,964001009986722,36US012010011046,0,"",Female,634274496000000000,"","",Cull,"",0,"","","No teeth",636713107538250000,0,0,0,"                           11046","",0,0,Sold,636852192639120000,-0.02,0.05,135.0,636770245793880000,0,"","","","",,,,,635830126048100000,636713107648410000,,,,,,,,,,,636852192639130000,"",
1929,0,11050,964001009986646,36US012011011050,0,"",Female,634334112000000000,"",WAST03,ARG,"",0,"","","Cull/no teeth",637021541134460000,0,0,0,"                           11050","",,,Sold,637112628246151923,-0.01,-0.13,124,637089815188890000,0,"","","","",,,,638407286627098537,635845323130000000,636696605949010000,,638407286626944669,,,638407286626786346,,,,,,638407286628035626,"",
1930,0,12080,964001009986702,36US012011012080,0,"",Female,634356576000000000,"",ORST02,"","",0,"","","New Tag: 12080",635609723460000000,0,0,0,"                           12080","",,,Sold,635995999064050000,-0.05,-0.19,112,635980464422650000,0,"","","","",,,,,,,,,,,638406577571210000,,,,,,638406577574720000,"",
1931,0,12034,964001009986795,36US012012012034,0,"",Female,634627008000000000,"",WASTO2,"","",0,"","","euthanized 2/18",636072028860000000,0,0,0,"                           12034","",,,Dead,636535963868910000,-0.04,-0.14,100,636505796216410000,0,"","","","",,,,,432000000000,,,638407293561712105,,,638407293561402339,,,,,,638407293562180709,"",
1933,0,12047,964001009986667,36US012011012047,0,"",Female,634599360000000000,"",9023,ARG,"Orange 16",0,11030,"","0pen 2019",636848867354030000,0,0,0,"                           12047","",0,0,Sold,637064025132398778,-0.01,-0.50,137.0,636995410160230000,0,"7th BRD GRP","","","",,,,636871513430500000,,636696607567420000,,636096169445300000,,,,,636850524953730000,,,,637694757497684759,"",
1934,0,12116,964001009986643,36US012011012116,0,"",Female,634604544000000000,"",9009,"",Black,0,"","",Cull,636080768385030000,0,0,0,"                           12116","",0,0,Sold,636268257323330000,0.02,0.29,178.0,636244128465830000,0,"","","","",,,,,635690961950000000,,,635834573107400000,,,,,,,,,636268257323330000,"",
1939,0,12101,964001009986743,36US012012012101,0,"",Female,634631328000000000,"",9025,"",Black,0,"","",Cull,636080618184290000,0,0,0,"                           12101","",0,0,Sold,636268257319790000,-0.02,0.21,135.0,636244132848370000,0,"","","","",,,,,635779915657050000,,,635834578567840000,,,,,,,,,636268257319790000,"",
1940,0,12019,964001009986671,36US012012012019,0,"",Female,634631328000000000,"",11017,"",Orange,0,"","",Cull,636080594583780000,0,0,0,"                           12019","",0,0,Sold,636268257311730000,0.03,0.29,162.0,636244144056930000,0,"","","","",,,,,635845320600000000,,,635834567707040000,,,,,,,,,636268257311730000,"",
1941,0,12032,964001009986650,36US012012012032,0,"",Female,634631328000000000,"",11017,ARG,Black,0,"","","Cull/no teeth",637021643204560000,0,0,0,"                           12032","",0,0,Dead,637784638389020000,-0.02,-0.08,116.0,636942960515220000,0,"12th BRD GRP","","","",,,,636871520763380000,635779946726890000,636696605952520000,,635834578780160000,,,,,,,,,637784638389030000,"",
1942,0,12041,964001009986752,36US012012012041,0,"",Female,634631328000000000,"",11017,Cull,"",0,"","",open/cull,635980457180000000,0,0,0,"                           12041","",,,Sold,636852192560720000,-0.01,0.00,125,636692301463690000,0,"","","","",,,,,635845326540000000,636689272654070000,,,,,,,,,,,636852192560720000,"",
1943,0,9028,964001009986649,36US012012012020,0,"",Female,634636512000000000,"",BRCM02,"","",0,"","","open 2017/18",636691464040000000,0,0,0,"                            9028","",,,Sold,636852192645790000,0.01,0.63,172,636770241869140000,0,"","","","",,,,,,638407287951182733,,638407287951336285,,,638407287951182733,,,636256930286110000,,,638407287951648522,"",
1944,0,12033,964001009986739,36US012012012033,0,"",Female,634641696000000000,"","",ARG,"Orange 16",0,"","",Cull,637021528303350000,0,0,0,"                           12033","",0,0,Sold,637112628273062216,0.01,-0.25,140.0,637089812328720000,0,"16th BRD GRP","","","",,,,636871523845030000,,636696605952940000,,636096173462760000,,,,,,,,,637694759184905647,"",
1945,0,12092,964001009986661,36US012012012092,0,"",Female,634739328000000000,"",WAST02,"",Orange,0,"","",Cull,636080607578120000,0,0,0,"                           12092","",,,Sold,636268257317900000,0.02,0.64,137,636244141523940000,0,"","","","",,,,,,,635756429582097318,635834575242780000,,,638406574735290000,,,,,,638406574739640000,"",
1946,0,9023,964001009986673,36US012009009023,0,"",Female,633686112000000000,"","","","",0,"","","New Tag: 9023",635609739220000000,0,0,0,"                            9023","",0,0,Sold,638406404098250000,-0.09,-0.09,125.0,635672017260000000,0,"","","","",,,,,,,,,,,,,,,,,638406404098480000,"",
1948,0,13048,964001009986711,36US012012012002,0,"",Female,634616640000000000,"",12002,ARG,"",0,"","",Cull,637021643786720000,0,0,0,"                           13048","",,,Sold,637112628264337475,-0.01,0.06,122,637089771915560000,0,"","","","",,,,638406561754640000,635786078185580000,636696605978630000,,,,,638406561753380000,,,636229334525790000,,,638406561760450000,"",
1950,0,12022,964001009986725,36US012012012022,0,"",Female,634620960000000000,"","",ARG,"Orange 16",0,"","","gigantic wart on throat",637089790537700000,0,0,0,"                           12022","",0,0,Sold,637174853659089205,0.01,0.05,136.0,637172757921370000,0,"17th BRD GRP","","","",,,,636871525544380000,636889397020000000,636696605951250000,636889397020000000,636096222043910000,,,,,,,,,637964934693630000,"",
1951,0,9024,964001009986666,36US012008009024,0,"",Female,633355200000000000,"","","","",0,"","","Cull maybe",636080597220770000,0,0,0,"                            9024","",0,0,Sold,636268257304610000,-0.03,0.29,165.0,636244136169480000,0,"","","","",,,,,,,,,,,,,,,,,636268257304620000,"",
1955,0,12073,964001009986625,36US012011012073,0,"",Female,634589856000000000,"",WAST02,ARG,"",0,"","",Cull,637655690561990000,0,0,0,"                           12073","",,,Dead,638374668308420000,-0.01,-0.01,117,637655690480840000,0,"","","","",,,,638407280537259248,432000000000,636696605960720000,,,,,638407280411781650,,,,,,638407280538348779,"",
1956,0,12039,964001009986700,36US012012012039,0,"",Female,634636512000000000,"",WAST03,ARG,"",0,16277,"",Cull,637655665643260000,0,0,0,"                           12039","",,,Dead,638374666154460000,-0.04,-0.17,68.5,637655665557570000,0,.,"","","",,,,638406423549140000,635779919688970000,636696605953890000,,638406423547380000,,,638406412003860000,,637522859722000000,637522774864150000,,,638406423557000000,"",
1957,0,12010,964001009986618,36US012012012010,0,"",Female,634683168000000000,"",WAST03,"","",0,11049,"","History of small kids",636696726558670000,0,0,0,"                           12010","",,,Sold,636852192567330000,-0.01,0.40,138,636714045158850000,0,"","","","",,,,,635830135436750000,638407279383551821,,,,,638407279383551821,,636583463732630000,,,,638407279384020432,"",
1958,0,11023,964001009986681,36US012011011023,0,"",Female,634601952000000000,"","",ARG,"Orange 16",0,"","","2017 AI",636395117771240000,0,0,0,"                           11023","",0,0,Sold,637174853658464499,-0.01,0.01,154.0,637172762223890000,0,"4th BRD GRP","","","",,,,637114351089418576,635780130673570000,636696605944320000,,636096223991570000,,,,,,,,,637748034660470000,"",
1959,0,10001,964001009986730,36US012011010001,0,"",Female,634445568000000000,"","","","Orange 16",0,"","","2017 AI",636395115063090000,0,0,0,"                           10001","",0,0,Dead,636444301876910000,-0.02,-0.02,148.0,636402975814260000,0,"","","","",,,,,635786013849120000,,,636096225422160000,,,,,,,,,637656744265990000,"",
1961,0,12045,964001009986945,36US012012012045,0,"",Female,634614048000000000,"",WAST02,"",Orange,0,12110,"","HISTORY OF SMALL KIDS",636696717930000000,0,0,0,"                           12045","",,,Sold,636835123407550000,0.00,0.06,150,636770241185640000,0,"","","","",,,,,635760261318870000,638406469068330000,,635834578988350000,,,638406469067020000,,636561271560130000,,,,638406469072630000,"",
1963,0,12006,964001009986695,36US012012012006,0,"",Female,634614048000000000,"","",Cull,"",0,"","","History of  small kids",636696724719320000,0,0,0,"                           12006","",0,0,Sold,636852186734720000,0.00,0.29,150.0,636770256085430000,0,"","","","",,,,,432000000000,636689272655440000,,,,,,,,,,,636889491773450000,"",
1964,0,12025,964001009986724,36US012011012025,0,"",Female,634515552000000000,"","",ARG,Orange,0,12113,"","Chlyamidal infection",637157206805740000,0,0,0,"                           12025","",0,0,Sold,637174853659400631,-0.02,0.00,134.0,637172765380360000,0,"14th BRD GRP","","","",,,,637114370149405686,635786013102980000,636696605951690000,,635834577738860000,,,,,636561899183770000,,,,637694759600470949,"",
1967,0,12016,964001009986670,36US012011012016,0,"",Female,634590720000000000,"","",ARG,Orange,0,"","",cull,636995405870000000,0,0,0,"                           12016","",,,Sold,637064023277326901,0.00,1.25,125,636995405906830000,0,"16th BRD GRP","","","",,,,636871523843810000,635830170430320000,636696605950340000,,635834581885560000,,,,,,,,,637694759184905647,"",
1971,0,12001,964001015704199,36US012011012001,0,"",Female,634395456000000000,"","",ARG,Orange,0,12125,"","New EID: 964001015704199",635949501946300000,0,0,0,"                           12001","",0,0,Sold,637064025129059540,-0.01,0.50,142.0,636995426054270000,0,"13th BRD GRP","","","",,,,636871521250840000,635786020912740000,636696605949480000,,635834575024720000,,635786021308880000,,,636562741887910000,,635949501945560000,,637694759758249927,"",
1974,0,12049,964001009986645,36US012012012049,0,"",Female,634633056000000000,"",ORST02,"","",0,"","",Cull,636080601607900000,0,0,0,"                           12049","",,,Sold,636268257314860000,0.02,0.43,130,636244134227370000,0,"","","","",,,,,635786028010450000,,,638407286212167462,,,638407286212167462,,,635768974037751716,,,638407286213255321,"",
1975,0,12026,964001009986647,36US012012012026,0,"",Female,634633056000000000,"",BRCM02,"","",0,"","","History of small kids",636696795198390000,0,0,0,"                           12026","",,,Sold,636852192575630000,-0.01,0.12,121,636770272408840000,0,"","","","",,,,,,638407287221261580,,638407287221261580,,,638407287221109570,,,635756434816374828,,,638407287221886431,"",
1976,0,10025,964001009986631,36US012012012012,0,"",Female,634655520000000000,"",WAST03,ARG,"",0,"","",Cull,637021573932860000,0,0,0,"                           10025","",,,Sold,637112628278278225,0.07,0.13,123,637089816521580000,0,"","","","",,,,638407281477987675,635602643610000000,636696793776660000,635753451932130024,638407281477987675,,,638407281355200906,,,636229333937540000,,,638407281479233134,"",
1978,0,12023,964001009986765,36US012011012023,0,"",Female,634442112000000000,"","","","",0,12111H,"",Cull,636080595500380000,0,0,0,"                           12023","",0,0,Sold,636268257313350000,0.02,0.57,181.0,636244142545880000,0,"","","","",,,,,,,,,,,,,636262901181360000,,,,636268257313350000,"",
1979,0,10010,964001009986620,36US012010010010,0,"",Female,634082688000000000,"",ORST02,Cull,"",0,"","","Both kids bad eyes",636243885698490000,0,0,0,"                           10010","",,,Sold,636852192579320000,-0.01,0.57,136,636770240074940000,0,"","","","",,,,,635830120510450000,636689272659490000,,,,,638407279607881622,,,,,,638407279608815595,"",
1980,0,10015,964001009986694,36US012009010015,0,"",Female,633718080000000000,"","","","Orange 16",0,"","","euthanized 7/18",636514463380000000,0,0,0,"                           10015","",,,Dead,636689214563300000,-0.05,0.03,148,636525060230000000,0,"","","","",,,,,635830133353600000,,,636096223763280000,,,,,,,,,636689214563670000,"",
1982,0,9020,964001009986674,36US012009009020,0,"",Female,633716352000000000,"","",Cull,"",0,"","","euthanized 8/30/18  n0 teeth",636692394860000000,0,0,0,"                            9020","",,,Dead,636712109112380000,-0.03,0.01,128,636692394868400000,0,"","","","",,,,,635845331370000000,636689272660380000,,,,,,,,,,,636712109112540000,"",
1983,0,13049,964001023946515,36US012013113049,0,"",Female,634997664000000000,"",9020,ARG,"Orange 16",0,"","","",,0,0,0,"                           13049","",0,0,Dead,637724871100120000,0.02,0.00,174,636941183964340000,0,"6th BRD GRP","","","",,,,637114359511092116,635760258630760000,636696605979100000,,636096159240350000,,,,,,637114356592531728,636941184069160000,,637724872363230000,"",
1984,0,9004SOLD,964001009986747,36US012011009004,0,"",Female,634348800000000000,"",9004,ARG,"Orange 16",0,"","",cull,636995424700000000,0,0,0,"                            9004SOLD","",,,Sold,637064023275755886,-0.02,0.75,134,636995424749000000,0,"8th BRD GRP","","","",,,,636871514147290000,635769742945353895,636696697663990000,,636096222796240000,,,638406527839830000,,,637231805560000000,,,638406527847670000,"",
1985,0,11010,964001009986755,36US012011011010,0,"",Female,634348800000000000,"","",Cull,Black,0,"","","BLACK CHAIN AI",635769728772709606,0,0,0,"                           11010","",0,0,Sold,636852192648760000,-0.02,0.12,173.0,636770289896630000,0,"","","","",,,,,635834390971880000,636692433497820000,,635834579985270000,,,,,,,,,636852192648760000,"",
1986,0,10021,964001009986636,36US012010010021,0,"",Female,633980736000000000,"",ORST02,"Bottle Baby 2018","",0,"","","New Tag: 10021",635609736410000000,0,0,0,"                           10021","",,,Dead,636696765811960000,-0.02,0.03,130,636523018834900000,0,"","","","",,,,,,636862617583460000,,,,,638407282578926567,,,,,,638407282579861010,"",
1987,0,12017,964001009986746,36US012011012017,0,"",Female,634343616000000000,"",9015,"","",0,"","","",,0,0,0,"                           12017","",0,0,Sold,636268257310210000,-0.01,0.79,164.0,636244135958710000,0,"","","","",,,,,635809494678280000,,,,,,,,,,,,636873025614000000,"",
1988,0,9022,964001009986638,36US012010009022,0,"",Female,634015296000000000,"",WAST02,ARG,"",0,9019,"",Cull,637021677338630000,0,0,0,"                            9022","",,,Sold,637112628234362316,0.00,0.13,138,637089804782210000,0,"","","","",,,,638407283084181152,,636696605940500000,,,,,638407283084028534,,636849615649500000,,,,638407283084649689,"",
1989,0,11036,964001009986642,36US012011012013,0,"",Female,634346208000000000,"",BRCM02,ARG,"",0,"","","New Tag: 11036",636253537167620000,0,0,0,"                           11036","",,,Sold,637174853658776730,-0.01,0.02,144,637172763140530000,0,"","","","",,,,638407285817905918,432000000000,636696605945990000,,638407285817905918,,,638407285817749286,,,636253537166640000,,,638407285818687047,"",
1990,0,11047,964001009986639,36US012011011047,0,"",Female,634339296000000000,"",ORST02,"",Black,0,"","",12059,635990026487590000,0,0,0,"                           11047","",,,Dead,635983820483440000,-0.08,0.07,137,635895693241790000,0,"","","","",,,,,,,,635834575520430000,,,638407283348501729,,,,,,638407283348811820,"",
1991,0,12037,964001009986651,36US012011012037,0,"",Female,634350528000000000,"",BRCM02,Cull,"Orange 16",0,"","","euthanized 9/8/18 bad teeth",636713959390000000,0,0,0,"                           12037","",,,Dead,636720170926260000,-0.02,-0.17,96.8,636713959405590000,0,"","","","",,,,,635690978250000000,636697003706220000,,636096170191860000,,,638406408034610000,,,,,,638406408040840000,"",
1992,0,12046,964001009986952,36US012012012046,0,"",Female,634614912000000000,TURBO,BRCM02,"","",0,"","","2017 AI",636395131123970000,0,0,0,"                           12046","",,,Dead,636696771029950000,-0.01,-0.13,164,636354660811340000,0,"","","","",,,,,635642668960000000,,,638406467134620000,,636065209608320000,638406467133430000,,,635753589969495114,,,638406467138340000,"",
1994,0,11040,964001009986757,36US012012012009,0,"",Female,634610592000000000,"","",ARG,Black,0,11011,"",..........,637515958245370000,0,0,0,"                           11040","",0,0,Dead,638374666114030000,-0.02,-0.08,113.0,637729143093470000,0,"11th BRD GRP","","","",,,,637499306326805351,635779947904980000,636696605948170000,,635834572010480000,,,,,637183983513680000,637515956010830000,,,638374666114030000,"",
1995,0,10008,964001009986737,36US012011010008,0,"",Female,634347936000000000,"","",ARG,"",0,"","","NO AI",637021595324440000,0,0,0,"                           10008","",0,0,Sold,637174853658147259,0.00,0.00,156.0,637172762023300000,0,"4th BRD GRP","","","",,,,637114351089572325,,636696607566990000,,,,,,,,,,,637694757001417421,"",
1996,0,10024,964001009986641,36US012010010006,0,"",Female,634042080000000000,"",BRCM02,"","",0,"","","Open thin",636522990929140000,0,0,0,"                           10024","",,,Dead,636545516248890000,-0.05,-0.16,110,636522990668810000,0,"","","","",,,,,,,636015951758510000,,,,638407285483802140,,,636229300641790000,,,638407285486455856,"",
1997,0,12027,964001009986784,36US012012012027,0,"",Female,634658112000000000,"","",ARG,SGM,0,11004,"","Kidded 2/26/20",637231788337760000,0,0,0,"                           12027","",0,0,Dead,637755851517770000,-0.02,-0.03,132.0,637342014336780000,0,"9th BRD GRP","","","",,,,637114364818891649,635786133062300000,636696605931780000,,636872974326370000,,,,,637114966496340000,636873050527290000,,,637755851517880000,"",
1998,0,11006,964001009986653,36US012011011006,0,"",Female,634322880000000000,"","",ARG,Black,0,11005,"",Cull,637021668965350000,0,0,0,"                           11006","",0,0,Sold,637112628242774025,-0.02,0.12,141.0,637089804189510000,0,"10th BRD GRP","","","",,,,636871519212270000,,636696694868780000,,635834581691330000,,,,,636588711332160000,,,,637694760553280398,"",
1999,0,12021,964001009986626,36US012012012021,0,"",Female,634612320000000000,"",WAST03,"","",0,"","",Dead,635786122723590000,0,0,0,"                           12021","",,,Dead,635641796718620000,"","",170,635605569569280000,0,"","","","",,,,,635786123205990000,,,,,,638407280773597645,,,,,,638407280773912115,"",
